index,word,fixation_order,samples_duration_in_fixations,total_fixations,total_duration_samples_in_fixation,count_letters,count_fixation_normalized
145,damage,"[603, 688, 781, 785, 799, 816]","{603: 1, 688: 3, 781: 44, 785: 14, 799: 25, 816: 10}",6,97,6,16.166666666666668
146,was,"[687, 786, 798, 817]","{687: 17, 786: 14, 798: 1, 817: 1}",4,33,3,11.0
147,24,"[686, 787, 797, 800, 818]","{686: 3, 787: 23, 797: 1, 800: 1, 818: 1}",5,29,2,14.5
148,percent.,"[677, 679, 685, 788, 819]","{677: 11, 679: 28, 685: 4, 788: 4, 819: 1}",5,48,8,6.0
149,In,"[678, 680, 789, 796, 820]","{678: 4, 680: 2, 789: 1, 796: 1, 820: 1}",5,9,2,4.5
150,a,"[684, 790, 792, 794, 801]","{684: 1, 790: 1, 792: 1, 794: 23, 801: 1}",5,27,1,27.0
151,comparison,"[660, 676, 681, 683, 716, 730, 791, 793, 795, 802]","{660: 18, 676: 2, 681: 34, 683: 6, 716: 32, 730: 1, 791: 6, 793: 6, 795: 37, 802: 1}",10,143,10,14.3
152,group,"[670, 682, 717, 803, 821, 825]","{670: 30, 682: 12, 717: 3, 803: 45, 821: 1, 825: 1}",6,92,5,18.4
153,without,"[671, 718, 722, 729, 804, 822]","{671: 15, 718: 38, 722: 7, 729: 1, 804: 3, 822: 1}",6,65,7,9.285714285714286
154,the,"[558, 672, 674, 719, 721, 824]","{558: 23, 672: 1, 674: 8, 719: 1, 721: 1, 824: 1}",6,35,3,11.666666666666666
155,intestinal,"[559, 673, 675, 720, 728, 823]","{559: 10, 673: 9, 675: 54, 720: 32, 728: 7, 823: 17}",6,129,10,12.9
156,"surgery,","[739, 741, 902]","{739: 27, 741: 5, 902: 25}",3,57,8,7.125
157,it,"[742, 901]","{742: 1, 901: 8}",2,9,2,4.5
158,was,"[743, 900, 1098]","{743: 17, 900: 13, 1098: 36}",3,66,3,22.0
159,39,"[744, 899, 1097]","{744: 6, 899: 7, 1097: 1}",3,14,2,7.0
160,percent.,"[745, 898, 1096, 1099]","{745: 18, 898: 2, 1096: 3, 1099: 3}",4,26,8,3.25
161,Dr.,"[746, 897]","{746: 7, 897: 1}",2,8,3,2.6666666666666665
162,Henry,"[747, 749, 751, 896, 1095]","{747: 10, 749: 4, 751: 16, 896: 1, 1095: 4}",5,35,5,7.0
163,Buchwald,"[748, 750, 752, 1094]","{748: 12, 750: 2, 752: 57, 1094: 12}",4,83,8,10.375
164,of,[760],{760: 2},1,2,2,1.0
165,the,"[753, 759, 761, 895]","{753: 1, 759: 7, 761: 10, 895: 1}",4,19,3,6.333333333333333
166,University,"[754, 758, 762, 938, 1025, 1093]","{754: 36, 758: 8, 762: 1, 938: 3, 1025: 10, 1093: 1}",6,59,10,5.9
167,of,"[755, 757, 763, 765, 939, 1024, 1026, 1092]","{755: 1, 757: 6, 763: 2, 765: 16, 939: 2, 1024: 1, 1026: 2, 1092: 1}",8,31,2,15.5
168,"Minnesota,","[83, 756, 764, 766, 940, 1023, 1027]","{83: 5, 756: 2, 764: 1, 766: 20, 940: 4, 1023: 31, 1027: 6}",7,69,10,6.9
169,who,"[82, 84, 767, 946, 1022, 1028, 1054, 1091]","{82: 2, 84: 1, 767: 21, 946: 1, 1022: 2, 1028: 10, 1054: 4, 1091: 1}",8,42,3,14.0
170,directed,"[81, 85, 103, 768, 770, 772, 947, 949, 1021, 1031, 1033, 1053, 1055]","{81: 22, 85: 3, 103: 2, 768: 33, 770: 4, 772: 6, 947: 73, 949: 13, 1021: 4, 1031: 7, 1033: 2, 1053: 24, 1055: 18}",13,211,8,26.375
171,the,"[80, 86, 104, 769, 771, 773, 948, 950, 1032, 1034, 1056, 1058, 1088, 1090]","{80: 2, 86: 3, 104: 1, 769: 5, 771: 1, 773: 10, 948: 6, 950: 60, 1032: 2, 1034: 46, 1056: 1, 1058: 1, 1088: 8, 1090: 2}",14,148,3,49.333333333333336
172,"study,","[87, 93, 95, 97, 102, 105, 774, 951, 1020, 1035, 1052, 1057, 1059, 1065, 1087, 1089, 2351]","{87: 2, 93: 20, 95: 3, 97: 14, 102: 7, 105: 15, 774: 2, 951: 4, 1020: 1, 1035: 2, 1052: 47, 1057: 4, 1059: 20, 1065: 5, 1087: 6, 1089: 15, 2351: 35}",17,202,6,33.666666666666664
173,said,"[79, 88, 92, 94, 96, 98, 101, 775, 952, 1036, 1051, 1060, 1064, 1066, 1086, 2352]","{79: 1, 88: 1, 92: 4, 94: 1, 96: 17, 98: 7, 101: 3, 775: 23, 952: 24, 1036: 13, 1051: 1, 1060: 1, 1064: 2, 1066: 9, 1086: 6, 2352: 9}",16,122,4,30.5
174,the,"[78, 89, 91, 100, 953, 1037, 1046, 1048, 1050, 1061, 1063, 1067, 1078, 1085, 2353]","{78: 36, 89: 4, 91: 7, 100: 1, 953: 26, 1037: 42, 1046: 1, 1048: 1, 1050: 12, 1061: 6, 1063: 19, 1067: 11, 1078: 2, 1085: 6, 2353: 22}",15,196,3,65.33333333333333
175,surgery,"[77, 90, 99, 894, 954, 956, 1038, 1045, 1047, 1049, 1062, 1068, 1077, 1079, 1084, 2354]","{77: 6, 90: 3, 99: 4, 894: 1, 954: 4, 956: 7, 1038: 4, 1045: 5, 1047: 9, 1049: 25, 1062: 11, 1068: 54, 1077: 47, 1079: 16, 1084: 2, 2354: 6}",16,204,7,29.142857142857142
176,should,"[955, 957, 1039, 1069, 1076, 1083, 2355]","{955: 1, 957: 42, 1039: 61, 1069: 23, 1076: 3, 1083: 3, 2355: 46}",7,179,6,29.833333333333332
177,be,"[958, 1041, 1070, 1080, 1082]","{958: 27, 1041: 11, 1070: 30, 1080: 2, 1082: 2}",5,72,2,36.0
178,considered,"[959, 1040, 1071, 1075, 1081, 2356, 2358, 2381, 2383]","{959: 51, 1040: 3, 1071: 23, 1075: 1, 1081: 10, 2356: 4, 2358: 25, 2381: 3, 2383: 2}",9,122,10,12.2
179,along,"[815, 960, 1072, 1074, 2359, 2382]","{815: 3, 960: 55, 1072: 34, 1074: 91, 2359: 24, 2382: 6}",6,213,5,42.6
180,with,"[961, 1073, 2360]","{961: 4, 1073: 25, 2360: 15}",3,44,4,11.0
181,cholesterol-lowering,"[814, 893, 962, 2357, 2361]","{814: 2, 893: 1, 962: 87, 2357: 3, 2361: 8}",5,101,20,5.05
182,drugs,"[963, 2362]","{963: 47, 2362: 8}",2,55,5,11.0
183,as,"[964, 2363]","{964: 9, 2363: 4}",2,13,2,6.5
184,a,[966],{966: 1},1,1,1,1.0
185,possible,"[805, 813, 965, 967]","{805: 22, 813: 1, 965: 1, 967: 17}",4,41,8,5.125
186,standard,"[806, 808, 810, 812, 886, 888, 890, 892]","{806: 5, 808: 8, 810: 17, 812: 22, 886: 79, 888: 2, 890: 2, 892: 1}",8,136,8,17.0
187,treatment.,"[807, 809, 811, 887, 889, 891]","{807: 3, 809: 46, 811: 43, 887: 4, 889: 26, 891: 43}",6,165,10,16.5
188,``It,"[836, 855, 880]","{836: 11, 855: 24, 880: 1}",3,36,4,9.0
189,has,"[740, 834, 838, 854, 856, 879, 881, 980, 982, 2327]","{740: 3, 834: 31, 838: 12, 854: 9, 856: 16, 879: 14, 881: 3, 980: 8, 982: 23, 2327: 7}",10,126,3,42.0
190,a,"[835, 837, 839, 841, 853, 878, 981]","{835: 30, 837: 1, 839: 4, 841: 7, 853: 3, 878: 3, 981: 6}",7,54,1,54.0
191,role,"[114, 116, 840, 842, 852, 877, 979, 2328]","{114: 3, 116: 20, 840: 25, 842: 10, 852: 11, 877: 5, 979: 10, 2328: 1}",8,85,4,21.25
192,in,"[115, 117, 843, 851, 978]","{115: 2, 117: 4, 843: 13, 851: 1, 978: 1}",5,21,2,10.5
193,the,"[844, 850, 860, 862, 876, 977]","{844: 47, 850: 2, 860: 1, 862: 17, 876: 1, 977: 6}",6,74,3,24.666666666666668
194,management,"[113, 845, 847, 849, 872, 875, 882, 916, 976, 2321]","{113: 2, 845: 127, 847: 6, 849: 3, 872: 5, 875: 6, 882: 1, 916: 50, 976: 2, 2321: 6}",10,208,10,20.8
195,of,"[846, 848, 873, 917]","{846: 19, 848: 4, 873: 7, 917: 11}",4,41,2,20.5
196,patients,"[112, 871, 874, 918]","{112: 1, 871: 1, 874: 1, 918: 58}",4,61,8,7.625
197,with,"[111, 919, 975]","{111: 3, 919: 4, 975: 1}",3,8,4,2.0
198,high,"[110, 920, 922, 924, 926, 928, 930, 936]","{110: 19, 920: 6, 922: 4, 924: 18, 926: 12, 928: 23, 930: 2, 936: 20}",8,104,4,26.0
199,cholesterol,"[921, 923, 925, 927, 929, 935, 937]","{921: 13, 923: 6, 925: 60, 927: 36, 929: 38, 935: 5, 937: 16}",7,174,11,15.818181818181818
200,who,[941],{941: 22},1,22,3,7.333333333333333
201,have,"[942, 1882, 2320, 2372]","{942: 11, 1882: 7, 2320: 1, 2372: 11}",4,30,4,7.5
202,had,"[943, 1000, 1879, 1881, 2373]","{943: 1, 1000: 6, 1879: 1, 1881: 2, 2373: 1}",5,11,3,3.6666666666666665
203,a,"[945, 1001, 1029, 1878, 1880]","{945: 10, 1001: 13, 1029: 4, 1878: 3, 1880: 5}",5,35,1,35.0
204,heart,"[109, 944, 1002, 1030, 2374]","{109: 1, 944: 1, 1002: 1, 1030: 34, 2374: 2}",5,39,5,7.8
205,"attack,''","[1003, 1005, 2319, 2375]","{1003: 38, 1005: 21, 2319: 1, 2375: 1}",4,61,9,6.777777777777778
206,Buchwald,"[108, 974, 1004, 1006, 1019, 2350, 2371]","{108: 1, 974: 1, 1004: 1, 1006: 41, 1019: 7, 2350: 19, 2371: 1}",7,71,8,8.875
207,said.,"[1007, 1018, 2349]","{1007: 11, 1018: 10, 2349: 22}",3,43,5,8.6
208,``It,"[883, 1008, 1017, 2348]","{883: 1, 1008: 1, 1017: 1, 2348: 3}",4,6,4,1.5
209,is,"[1044, 2347, 2370, 2376]","{1044: 3, 2347: 2, 2370: 1, 2376: 1}",4,7,2,3.5
210,eminently,"[1009, 1016, 1043, 2346, 2377]","{1009: 19, 1016: 6, 1043: 11, 2346: 25, 2377: 1}",5,62,9,6.888888888888889
211,logical,"[1010, 1015, 1042, 2378]","{1010: 8, 1015: 2, 1042: 20, 2378: 4}",4,34,7,4.857142857142857
212,to,"[1011, 1014, 2379]","{1011: 1, 1014: 1, 2379: 2}",3,4,2,2.0
213,extend,"[107, 884, 973, 1013, 2380]","{107: 1, 884: 1, 973: 1, 1013: 1, 2380: 12}",5,16,6,2.6666666666666665
214,all,[],{},0,0,3,0.0
215,cholesterol-lowering,"[106, 1012, 2318, 2369]","{106: 12, 1012: 24, 2318: 1, 2369: 1}",4,38,20,1.9
216,"therapy,",[2317],{2317: 1},1,1,8,0.125
217,including,"[968, 2316, 2368]","{968: 14, 2316: 1, 2368: 2}",3,17,9,1.8888888888888888
218,"this,","[969, 972, 2364, 2367]","{969: 3, 972: 1, 2364: 2, 2367: 1}",4,7,5,1.4
219,to,"[970, 2315, 2365]","{970: 1, 2315: 1, 2365: 1}",3,3,2,1.5
220,patients,"[885, 971, 2310, 2312, 2314, 2366]","{885: 40, 971: 58, 2310: 2, 2312: 5, 2314: 1, 2366: 10}",6,116,8,14.5
221,with,[2313],{2313: 8},1,8,4,2.0
222,high,"[858, 904, 2326]","{858: 6, 904: 62, 2326: 3}",3,71,4,17.75
223,cholesterol,"[857, 859, 903, 905, 909, 2325]","{857: 8, 859: 12, 903: 41, 905: 45, 909: 1, 2325: 15}",6,122,11,11.090909090909092
224,who,"[861, 863, 906, 910, 2324]","{861: 9, 863: 66, 906: 8, 910: 1, 2324: 4}",5,88,3,29.333333333333332
225,have,"[864, 907, 2323]","{864: 8, 907: 12, 2323: 3}",3,23,4,5.75
226,not,"[865, 870, 908, 912, 914, 2322, 2329]","{865: 50, 870: 2, 908: 7, 912: 6, 914: 19, 2322: 2, 2329: 1}",7,87,3,29.0
227,had,"[866, 911, 913, 915, 989]","{866: 1, 911: 1, 913: 5, 915: 5, 989: 11}",5,23,3,7.666666666666667
228,a,[2330],{2330: 1},1,1,1,1.0
229,heart,"[867, 1140]","{867: 1, 1140: 1}",2,2,5,0.4
230,attack.'',"[992, 2331]","{992: 9, 2331: 11}",2,20,9,2.2222222222222223
231,Besides,"[868, 993, 1141, 1231, 1258, 2332]","{868: 1, 993: 8, 1141: 1, 1231: 10, 1258: 4, 2332: 8}",6,32,7,4.571428571428571
232,"diarrhea,","[869, 994, 1230, 1232, 1234, 1257, 1259, 1295, 1355, 2333]","{869: 3, 994: 18, 1230: 1, 1232: 20, 1234: 10, 1257: 6, 1259: 21, 1295: 69, 1355: 5, 2333: 10}",10,163,9,18.11111111111111
233,those,"[995, 1229, 1233, 1235, 1256, 1260, 1262, 1264, 1294, 1354, 1360, 2334]","{995: 6, 1229: 1, 1233: 1, 1235: 40, 1256: 20, 1260: 8, 1262: 4, 1264: 45, 1294: 2, 1354: 9, 1360: 4, 2334: 1}",12,141,5,28.2
234,who,"[996, 998, 1139, 1165, 1228, 1236, 1255, 1261, 1263, 1265, 1302, 1353, 1361, 2335]","{996: 1, 998: 4, 1139: 14, 1165: 1, 1228: 2, 1236: 34, 1255: 1, 1261: 4, 1263: 1, 1265: 1, 1302: 17, 1353: 2, 1361: 26, 2335: 1}",14,109,3,36.333333333333336
235,undergo,"[997, 999, 1142, 1227, 1237, 1239, 1254, 1266, 1293, 1303, 1352, 1362, 2336]","{997: 21, 999: 1, 1142: 64, 1227: 4, 1237: 20, 1239: 9, 1254: 5, 1266: 39, 1293: 1, 1303: 20, 1352: 1, 1362: 7, 2336: 2}",13,194,7,27.714285714285715
236,the,"[1143, 1145, 1226, 1238, 1240, 1242, 1244, 1304, 1363]","{1143: 1, 1145: 3, 1226: 1, 1238: 2, 1240: 13, 1242: 7, 1244: 6, 1304: 17, 1363: 13}",9,63,3,21.0
237,surgery,"[1144, 1146, 1221, 1225, 1241, 1243, 1245, 1267, 1292, 1305, 1308, 1351, 1364, 1376, 2337]","{1144: 1, 1146: 24, 1221: 29, 1225: 1, 1241: 8, 1243: 20, 1245: 33, 1267: 37, 1292: 9, 1305: 27, 1308: 1, 1351: 12, 1364: 2, 1376: 1, 2337: 1}",15,206,7,29.428571428571427
238,are,"[1147, 1166, 1220, 1222, 1224, 1246, 1268, 1291, 1306, 1309, 1350]","{1147: 26, 1166: 1, 1220: 1, 1222: 3, 1224: 1, 1246: 1, 1268: 21, 1291: 9, 1306: 23, 1309: 1, 1350: 3}",11,90,3,30.0
239,somewhat,"[1148, 1150, 1219, 1223, 1247, 1249, 1251, 1269, 1290, 1307, 1310, 1349, 1365, 2338]","{1148: 51, 1150: 42, 1219: 1, 1223: 1, 1247: 2, 1249: 25, 1251: 11, 1269: 67, 1290: 10, 1307: 10, 1310: 2, 1349: 6, 1365: 1, 2338: 1}",14,230,8,28.75
240,more,"[1149, 1151, 1175, 1177, 1179, 1181, 1248, 1250, 1252, 1270, 1289, 1311, 1313, 1315, 1317, 1319, 1348]","{1149: 59, 1151: 34, 1175: 10, 1177: 2, 1179: 1, 1181: 25, 1248: 9, 1250: 5, 1252: 1, 1270: 39, 1289: 7, 1311: 1, 1313: 50, 1315: 1, 1317: 2, 1319: 3, 1348: 1}",17,250,4,62.5
241,prone,"[1152, 1154, 1174, 1176, 1178, 1180, 1182, 1271, 1275, 1288, 1312, 1314, 1316, 1318, 1320, 1334, 1347, 1375, 2339]","{1152: 32, 1154: 1, 1174: 1, 1176: 3, 1178: 7, 1180: 5, 1182: 1, 1271: 5, 1275: 1, 1288: 1, 1312: 1, 1314: 1, 1316: 6, 1318: 1, 1320: 29, 1334: 4, 1347: 4, 1375: 1, 2339: 1}",19,105,5,21.0
242,to,"[1153, 1155, 1157, 1159, 1173, 1183, 1272, 1274, 1276, 1287, 1321, 1333, 1346, 2345]","{1153: 1, 1155: 21, 1157: 6, 1159: 22, 1173: 2, 1183: 23, 1272: 1, 1274: 78, 1276: 2, 1287: 1, 1321: 1, 1333: 1, 1346: 2, 2345: 5}",14,166,2,83.0
243,have,"[1156, 1158, 1160, 1170, 1172, 1184, 1186, 1273, 1277, 1322, 1332, 1335, 1345, 1366, 2340, 2344]","{1156: 8, 1158: 1, 1160: 6, 1170: 1, 1172: 8, 1184: 9, 1186: 2, 1273: 3, 1277: 27, 1322: 42, 1332: 1, 1335: 1, 1345: 2, 1366: 1, 2340: 3, 2344: 2}",16,117,4,29.25
244,kidney,"[1161, 1169, 1171, 1185, 1187, 1278, 1286, 1323, 1325, 1327, 1331, 1336, 1344, 2341, 2343]","{1161: 39, 1169: 1, 1171: 10, 1185: 2, 1187: 43, 1278: 62, 1286: 1, 1323: 1, 1325: 5, 1327: 2, 1331: 1, 1336: 3, 1344: 1, 2341: 24, 2343: 1}",15,196,6,32.666666666666664
245,"stones,","[1162, 1164, 1168, 1188, 1279, 1281, 1283, 1285, 1324, 1326, 1328, 1330, 1337, 1339, 1343, 1367, 2342]","{1162: 5, 1164: 19, 1168: 30, 1188: 48, 1279: 32, 1281: 1, 1283: 21, 1285: 1, 1324: 6, 1326: 4, 1328: 34, 1330: 2, 1337: 7, 1339: 19, 1343: 2, 1367: 1, 2342: 1}",17,233,7,33.285714285714285
246,gallstones,"[1163, 1167, 1190, 1194, 1280, 1282, 1284, 1329, 1338, 1340, 1342]","{1163: 10, 1167: 28, 1190: 28, 1194: 20, 1280: 133, 1282: 1, 1284: 25, 1329: 43, 1338: 12, 1340: 8, 1342: 24}",11,332,10,33.2
247,and,"[1189, 1191, 1193, 1341, 1368]","{1189: 7, 1191: 1, 1193: 10, 1341: 1, 1368: 27}",5,46,3,15.333333333333334
248,intestinal,"[1192, 1195, 1197, 1369]","{1192: 13, 1195: 41, 1197: 2, 1369: 30}",4,86,10,8.6
249,obstructions.,"[1196, 1198, 1200, 1370]","{1196: 26, 1198: 33, 1200: 6, 1370: 72}",4,137,13,10.538461538461538
250,The,"[1199, 1201, 1371, 1374]","{1199: 1, 1201: 9, 1371: 11, 1374: 1}",4,22,3,7.333333333333333
251,study,[1372],{1372: 32},1,32,5,6.4
252,was,"[1373, 2311]","{1373: 1, 2311: 5}",2,6,3,2.0
253,conducted,"[983, 1119, 1121, 1382, 1384]","{983: 10, 1119: 2, 1121: 6, 1382: 1, 1384: 47}",5,66,9,7.333333333333333
254,in,"[985, 1114, 1116, 1118, 1120, 1122, 1381, 1383, 1385]","{985: 1, 1114: 3, 1116: 2, 1118: 1, 1120: 6, 1122: 9, 1381: 1, 1383: 4, 1385: 10}",9,37,2,18.5
255,"Minneapolis,","[984, 986, 1100, 1113, 1115, 1117, 1123, 1125, 1380]","{984: 1, 986: 25, 1100: 10, 1113: 18, 1115: 5, 1117: 101, 1123: 187, 1125: 7, 1380: 1}",9,355,12,29.583333333333332
256,Los,"[987, 1101, 1112, 1124, 1126, 1379]","{987: 1, 1101: 1, 1112: 2, 1124: 1, 1126: 8, 1379: 3}",6,16,3,5.333333333333333
257,"Angeles,","[988, 990, 1102, 1127, 1378]","{988: 2, 990: 11, 1102: 1, 1127: 15, 1378: 3}",5,32,8,4.0
258,Philadelphia,"[991, 1103, 1128, 1377, 1391]","{991: 2, 1103: 1, 1128: 77, 1377: 9, 1391: 30}",5,119,12,9.916666666666666
259,and,"[1111, 1130, 1392]","{1111: 1, 1130: 1, 1392: 2}",3,4,3,1.3333333333333333
260,Little,"[1129, 1131, 1296, 1357]","{1129: 136, 1131: 3, 1296: 17, 1357: 46}",4,202,6,33.666666666666664
261,"Rock,","[1132, 1297, 1356, 1358]","{1132: 27, 1297: 32, 1356: 24, 1358: 4}",4,87,5,17.4
262,"Ark.,","[1133, 1135, 1298, 1300, 1359]","{1133: 4, 1135: 7, 1298: 2, 1300: 8, 1359: 12}",5,33,5,6.6
263,and,"[1110, 1134, 1136, 1138, 1299, 1301]","{1110: 1, 1134: 1, 1136: 11, 1138: 9, 1299: 1, 1301: 16}",6,39,3,13.0
264,published,"[1104, 1137, 1253]","{1104: 1, 1137: 1, 1253: 4}",3,6,9,0.6666666666666666
265,in,[],{},0,0,2,0.0
266,today's,[1105],{1105: 1},1,1,7,0.14285714285714285
267,New,[],{},0,0,3,0.0
268,England,"[1109, 2039]","{1109: 2, 2039: 26}",2,28,7,4.0
269,Journal,"[1108, 1408, 2038, 2040]","{1108: 9, 1408: 121, 2038: 1, 2040: 6}",4,137,7,19.571428571428573
270,of,"[1107, 1409, 2037]","{1107: 6, 1409: 11, 2037: 1}",3,18,2,9.0
271,Medicine.,"[1106, 1410, 1412, 2036]","{1106: 2, 1410: 30, 1412: 41, 2036: 3}",4,76,9,8.444444444444445
272,@@,"[1411, 1413]","{1411: 1, 1413: 1}",2,2,2,1.0
273,Despite,"[1386, 1426, 1670]","{1386: 9, 1426: 16, 1670: 20}",3,45,7,6.428571428571429
274,wide,"[1387, 1473, 1669]","{1387: 2, 1473: 1, 1669: 8}",3,11,4,2.75
275,acceptance,"[1388, 1425, 1469, 1472, 1668]","{1388: 54, 1425: 2, 1469: 27, 1472: 1, 1668: 9}",5,93,10,9.3
276,of,"[1468, 1470]","{1468: 1, 1470: 1}",2,2,2,1.0
277,cholesterol,"[1389, 1467, 1471]","{1389: 35, 1467: 1, 1471: 29}",3,65,11,5.909090909090909
278,"lowering,","[1390, 1393, 1466]","{1390: 5, 1393: 4, 1466: 1}",3,10,9,1.1111111111111112
279,doubts,"[1394, 1424, 1465]","{1394: 1, 1424: 1, 1465: 27}",3,29,6,4.833333333333333
280,remain,"[1395, 1423, 1445, 1464, 1499, 1667]","{1395: 38, 1423: 1, 1445: 1, 1464: 2, 1499: 7, 1667: 1}",6,50,6,8.333333333333334
281,about,"[1396, 1422, 1447, 1463, 1498, 1500]","{1396: 24, 1422: 2, 1447: 55, 1463: 2, 1498: 17, 1500: 1}",6,101,5,20.2
282,whether,"[1397, 1421, 1448, 1462, 1497, 1501]","{1397: 15, 1421: 2, 1448: 11, 1462: 25, 1497: 7, 1501: 1}",6,61,7,8.714285714285714
283,it,"[1398, 1420, 1449, 1666]","{1398: 18, 1420: 5, 1449: 1, 1666: 1}",4,25,2,12.5
284,actually,"[1399, 1419, 1450, 1461]","{1399: 36, 1419: 4, 1450: 73, 1461: 2}",4,115,8,14.375
285,helps,"[1400, 1402, 1404, 1496]","{1400: 1, 1402: 4, 1404: 23, 1496: 1}",4,29,5,5.8
286,people,"[1401, 1403, 1405, 1460, 1491, 1495, 1502]","{1401: 1, 1403: 4, 1405: 6, 1460: 1, 1491: 29, 1495: 3, 1502: 1}",7,45,6,7.5
287,live,"[1406, 1459, 1486, 1492, 1494]","{1406: 2, 1459: 11, 1486: 9, 1492: 1, 1494: 2}",5,25,4,6.25
288,longer,"[1218, 1407, 1458, 1487, 1493, 1503]","{1218: 1, 1407: 5, 1458: 22, 1487: 6, 1493: 13, 1503: 1}",6,48,6,8.0
289,if,[1217],{1217: 4},1,4,2,2.0
290,they,[1216],{1216: 14},1,14,4,3.5
291,already,"[1215, 1418, 1505]","{1215: 5, 1418: 1, 1505: 13}",3,19,7,2.7142857142857144
292,have,"[1214, 1504]","{1214: 4, 1504: 4}",2,8,4,2.0
293,healthy,"[1213, 1514]","{1213: 6, 1514: 14}",2,20,7,2.857142857142857
294,hearts.,"[1212, 1417, 1515, 1665]","{1212: 7, 1417: 1, 1515: 6, 1665: 1}",4,15,7,2.142857142857143
295,Although,"[1211, 1516, 1518, 1658, 1664]","{1211: 14, 1516: 15, 1518: 30, 1658: 14, 1664: 31}",5,104,8,13.0
296,the,"[1210, 1517, 1519, 1659, 1663]","{1210: 3, 1517: 3, 1519: 14, 1659: 5, 1663: 22}",5,47,3,15.666666666666666
297,latest,"[1209, 1520, 1660, 1662]","{1209: 4, 1520: 12, 1660: 1, 1662: 12}",4,29,6,4.833333333333333
298,study,"[1208, 1521, 1661]","{1208: 3, 1521: 18, 1661: 1}",3,22,5,4.4
299,was,[1207],{1207: 5},1,5,3,1.6666666666666667
300,conducted,"[1202, 1204, 1206, 1414, 1416]","{1202: 14, 1204: 19, 1206: 1, 1414: 62, 1416: 1}",5,97,9,10.777777777777779
301,exclusively,"[1203, 1205, 1415]","{1203: 2, 1205: 32, 1415: 42}",3,76,11,6.909090909090909
302,on,"[1537, 2486]","{1537: 3, 2486: 3}",2,6,2,3.0
303,people,"[1475, 1536, 1538, 1702, 2485]","{1475: 14, 1536: 24, 1538: 22, 1702: 6, 2485: 2}",5,68,6,11.333333333333334
304,who,"[1431, 1474, 1476, 1535, 1701]","{1431: 31, 1474: 1, 1476: 1, 1535: 5, 1701: 2}",5,40,3,13.333333333333334
305,had,"[1432, 1434, 1534, 1700]","{1432: 1, 1434: 1, 1534: 3, 1700: 7}",4,12,3,4.0
306,suffered,"[1433, 1435, 1437, 1477, 1533, 2484]","{1433: 2, 1435: 46, 1437: 24, 1477: 1, 1533: 8, 2484: 1}",6,82,8,10.25
307,heart,"[1436, 1438, 1478]","{1436: 5, 1438: 19, 1478: 1}",3,25,5,5.0
308,"attacks,","[1439, 1532]","{1439: 64, 1532: 1}",2,65,8,8.125
309,Buchwald,"[1440, 1531]","{1440: 30, 1531: 1}",2,31,8,3.875
310,said,[1441],{1441: 48},1,48,4,12.0
311,he,[1442],{1442: 4},1,4,2,2.0
312,believes,"[1443, 1479, 1530]","{1443: 42, 1479: 1, 1530: 1}",3,44,8,5.5
313,the,"[1444, 1446, 1480, 1566]","{1444: 6, 1446: 1, 1480: 1, 1566: 5}",4,13,3,4.333333333333333
314,research,"[1565, 1567]","{1565: 1, 1567: 14}",2,15,8,1.875
315,should,"[1481, 1564, 2483]","{1481: 9, 1564: 1, 2483: 1}",3,11,6,1.8333333333333333
316,settle,"[1451, 1482, 1560]","{1451: 2, 1482: 18, 1560: 18}",3,38,6,6.333333333333333
317,that,"[1452, 1483, 1561, 1563]","{1452: 11, 1483: 2, 1561: 19, 1563: 1}",4,33,4,8.25
318,question.,"[1453, 1484, 1490, 1562, 1576]","{1453: 43, 1484: 3, 1490: 10, 1562: 41, 1576: 17}",5,114,9,12.666666666666666
319,``It,"[1454, 1456, 1485, 1489]","{1454: 2, 1456: 7, 1485: 8, 1489: 19}",4,36,4,9.0
320,offers,"[1455, 1457, 1488, 1529, 1577, 1653]","{1455: 1, 1457: 7, 1488: 9, 1529: 1, 1577: 4, 1653: 5}",6,27,6,4.5
321,the,"[1509, 1578, 1654, 2482]","{1509: 1, 1578: 28, 1654: 2, 2482: 1}",4,32,3,10.666666666666666
322,strongest,"[1506, 1508, 1510, 1512, 1579, 1655]","{1506: 6, 1508: 22, 1510: 26, 1512: 5, 1579: 14, 1655: 4}",6,77,9,8.555555555555555
323,justification,"[1507, 1511, 1513, 1580, 1656]","{1507: 7, 1511: 5, 1513: 14, 1580: 26, 1656: 24}",5,76,13,5.846153846153846
324,for,[],{},0,0,3,0.0
325,marked,"[1528, 1657]","{1528: 1, 1657: 1}",2,2,6,0.3333333333333333
326,lipid,[],{},0,0,5,0.0
327,(cholesterol),[1584],{1584: 54},1,54,13,4.153846153846154
328,lowering,"[1522, 1585, 2476]","{1522: 12, 1585: 52, 2476: 1}",3,65,8,8.125
329,that,"[1523, 2477]","{1523: 36, 2477: 7}",2,43,4,10.75
330,has,"[1524, 2478]","{1524: 1, 2478: 13}",2,14,3,4.666666666666667
331,ever,"[1525, 1527, 2479, 2481]","{1525: 40, 1527: 1, 2479: 9, 2481: 1}",4,51,4,12.75
332,been,"[1526, 2480]","{1526: 22, 2480: 29}",2,51,4,12.75
333,"offered,''","[1427, 1429, 1539, 1600, 1633, 1635, 1703, 2248, 2487]","{1427: 2, 1429: 2, 1539: 34, 1600: 44, 1633: 28, 1635: 1, 1703: 12, 2248: 11, 2487: 35}",9,169,10,16.9
